date,word,count
7.10.23,still,1
7.10.23,present,1
7.10.23,currently,2
7.10.23,engaged,1
7.10.23,combat,2
7.10.23,multiple,1
7.10.23,hotspot,3
7.10.23,south,3
7.10.23,located,1
7.10.23,flooding,1
7.10.23,border,2
7.10.23,community,2
7.10.23,numerous,2
7.10.23,operational,3
7.10.23,force,4
7.10.23,additionally,1
7.10.23,commander,1
7.10.23,arriving,1
7.10.23,manage,1
7.10.23,fighting,2
7.10.23,focusing,1
7.10.23,gaza,2
7.10.23,simultaneously,1
7.10.23,launched,1
7.10.23,large-scale,1
7.10.23,reserve,1
7.10.23,call-up,1
7.10.23,across,1
7.10.23,unit,1
7.10.23,air,1
7.10.23,initiated,1
7.10.23,wide-scale,1
7.10.23,attack,1
7.10.23,city,1
7.10.23,recent,1
7.10.23,hour,1
7.10.23,many,1
7.10.23,false,1
7.10.23,report,2
7.10.23,video,1
7.10.23,circulating,1
7.10.23,ask,1
7.10.23,public,2
7.10.23,medium,1
7.10.23,act,1
7.10.23,responsibly,1
7.10.23,rely,1
7.10.23,spokesperson,1
7.10.23,official,1
7.10.23,keep,1
7.10.23,updated,1
7.10.23,real-time,1
7.10.23,deploying,1
7.10.23,continue,1
7.10.23,provide,1
7.10.23,full,1
7.10.23,picture,1
7.10.23,situation,1
7.10.23,hour,5
7.10.23,idf,8
7.10.23,force,8
7.10.23,senior,1
7.10.23,command,8
7.10.23,settlement,10
7.10.23,gaza,8
7.10.23,envelope,11
7.10.23,22,1
7.10.23,combat,1
7.10.23,management,1
7.10.23,center,1
7.10.23,35,1
7.10.23,battalion,1
7.10.23,special,3
7.10.23,located,1
7.10.23,throughout,1
7.10.23,southern,3
7.10.23,sector,3
7.10.23,emphasis,1
7.10.23,managing,3
7.10.23,fighting,11
7.10.23,terrorist,8
7.10.23,tough,1
7.10.23,battle,4
7.10.23,commander,2
7.10.23,soldier,3
7.10.23,already,1
7.10.23,described,1
7.10.23,continue,2
7.10.23,search,2
7.10.23,update,4
7.10.23,resident,4
7.10.23,know,2
7.10.23,ended,1
7.10.23,security,3
7.10.23,carrying,1
7.10.23,roadblock,1
7.10.23,together,1
7.10.23,police,1
7.10.23,area,3
7.10.23,outside,1
7.10.23,division,1
7.10.23,extensive,1
7.10.23,support,1
7.10.23,strike,1
7.10.23,air,1
7.10.23,every,2
7.10.23,place,2
7.10.23,hamas,6
7.10.23,personnel,1
7.10.23,safe,1
7.10.23,point,1
7.10.23,islamic,2
7.10.23,jihad,2
7.10.23,entered,2
7.10.23,territory,1
7.10.23,state,3
7.10.23,israel,3
7.10.23,killed,3
7.10.23,whether,1
7.10.23,retreat,1
7.10.23,belong,1
7.10.23,everyone,1
7.10.23,belongs,1
7.10.23,blood,1
7.10.23,head,1
7.10.23,difficult,2
7.10.23,ahead,1
7.10.23,u,2
7.10.23,civilian,2
7.10.23,murdered,1
7.10.23,also,2
7.10.23,hostage,1
7.10.23,prisoner,1
7.10.23,war,5
7.10.23,taken,1
7.10.23,captive,1
7.10.23,provide,2
7.10.23,accurate,1
7.10.23,data,1
7.10.23,later,1
7.10.23,need,3
7.10.23,show,1
7.10.23,responsibility,2
7.10.23,citizen,2
7.10.23,medium,2
7.10.23,lot,1
7.10.23,fake,2
7.10.23,news,2
7.10.23,social,1
7.10.23,network,1
7.10.23,spokesperson,2
7.10.23,continuously,1
7.10.23,true,1
7.10.23,picture,2
7.10.23,even,1
7.10.23,currently,2
7.10.23,heavy,2
7.10.23,uncertainty,1
7.10.23,create,1
7.10.23,clear,1
7.10.23,situation,5
7.10.23,convey,1
7.10.23,public,2
7.10.23,south,2
7.10.23,especially,3
7.10.23,home,5
7.10.23,near,3
7.10.23,moving,1
7.10.23,possible,1
7.10.23,showing,1
7.10.23,tremendous,1
7.10.23,resilience,3
7.10.23,thanks,1
7.10.23,win,2
7.10.23,rest,1
7.10.23,80,1
7.10.23,kilometer,1
7.10.23,front,4
7.10.23,must,1
7.10.23,stay,2
7.10.23,protected,2
7.10.23,space,2
7.10.23,listen,4
7.10.23,'s,5
7.10.23,instruction,3
7.10.23,assume,1
7.10.23,see,1
7.10.23,tension,1
7.10.23,coming,2
7.10.23,begun,1
7.10.23,wide,1
7.10.23,reserve,1
7.10.23,mobilization,1
7.10.23,mobilize,1
7.10.23,needed,1
7.10.23,hundred,1
7.10.23,thousand,1
7.10.23,said,2
7.10.23,alert,2
7.10.23,including,1
7.10.23,northern,2
7.10.23,reinforced,1
7.10.23,full,1
7.10.23,anyone,1
7.10.23,attack,1
7.10.23,arena,1
7.10.23,another,1
7.10.23,pay,1
7.10.23,price,1
7.10.23,focus,1
7.10.23,infiltration,1
7.10.23,reach,1
7.10.23,end,1
7.10.23,restore,1
7.10.23,within,1
7.10.23,completion,1
7.10.23,description,1
7.10.23,killing,1
7.10.23,n't,1
7.10.23,known,1
7.10.23,many,1
7.10.23,year,1
7.10.23,operation,1
7.10.23,national,1
7.10.23,required,1
7.10.23,necessary,1
7.10.23,obey,2
7.10.23,various,1
7.10.23,channel,1
7.10.23,announcement,2
7.10.23,orderly,1
7.10.23,order,1
7.10.23,manage,1
7.10.23,proven,1
7.10.23,past,1
7.10.23,deal,1
7.10.23,decisively,1
7.10.23,time,1
8.10.23,second,1
8.10.23,day,7
8.10.23,war,7
8.10.23,terrorist,10
8.10.23,organization,2
8.10.23,hamas,4
8.10.23,islamic,1
8.10.23,jihad,1
8.10.23,gaza,9
8.10.23,strip,2
8.10.23,idf,14
8.10.23,force,6
8.10.23,operating,1
8.10.23,throughout,2
8.10.23,night,2
8.10.23,secure,3
8.10.23,area,3
8.10.23,kill,1
8.10.23,take,1
8.10.23,control,3
8.10.23,combat,3
8.10.23,zone,1
8.10.23,demonstrated,1
8.10.23,infiltration,1
8.10.23,point,2
8.10.23,israeli,2
8.10.23,territory,2
8.10.23,killing,1
8.10.23,hundred,4
8.10.23,field,1
8.10.23,ongoing,3
8.10.23,rescue,1
8.10.23,operation,1
8.10.23,hostage,2
8.10.23,took,1
8.10.23,place,1
8.10.23,continuing,2
8.10.23,fighting,4
8.10.23,commander,1
8.10.23,soldier,5
8.10.23,fallen,3
8.10.23,battle,1
8.10.23,civilian,4
8.10.23,murdered,1
8.10.23,killed,4
8.10.23,dozen,2
8.10.23,taken,2
8.10.23,captive,2
8.10.23,kfar,1
8.10.23,aza,1
8.10.23,search,2
8.10.23,many,1
8.10.23,community,2
8.10.23,present,1
8.10.23,every,4
8.10.23,settlement,2
8.10.23,special,1
8.10.23,infantry,1
8.10.23,unit,2
8.10.23,brigade,1
8.10.23,without,1
8.10.23,evacuating,1
8.10.23,resident,5
8.10.23,mission,2
8.10.23,coming,2
8.10.23,ensure,2
8.10.23,safe,1
8.10.23,evacuation,2
8.10.23,envelope,4
8.10.23,must,1
8.10.23,thorough,1
8.10.23,remain,2
8.10.23,bus,1
8.10.23,used,2
8.10.23,evacuate,2
8.10.23,aim,1
8.10.23,complete,1
8.10.23,within,2
8.10.23,next,1
8.10.23,ten,1
8.10.23,thousand,2
8.10.23,entire,1
8.10.23,continue,5
8.10.23,reach,2
8.10.23,eliminated,1
8.10.23,'s,3
8.10.23,attack,5
8.10.23,strong,2
8.10.23,far,2
8.10.23,attacked,1
8.10.23,500,1
8.10.23,target,1
8.10.23,including,3
8.10.23,operational,1
8.10.23,infrastructure,1
8.10.23,strike,2
8.10.23,leaderג€™s,1
8.10.23,home,3
8.10.23,targeted,1
8.10.23,symbol,1
8.10.23,tower,1
8.10.23,also,5
8.10.23,hit,1
8.10.23,expand,1
8.10.23,near,3
8.10.23,border,1
8.10.23,fence,1
8.10.23,attempted,1
8.10.23,enter,1
8.10.23,israel,5
8.10.23,traveling,1
8.10.23,outside,1
8.10.23,400,1
8.10.23,injured,1
8.10.23,northern,3
8.10.23,command,4
8.10.23,fire,3
8.10.23,directed,1
8.10.23,outpost,1
8.10.23,mount,2
8.10.23,dov,2
8.10.23,recent,1
8.10.23,hour,2
8.10.23,casualty,2
8.10.23,side,1
8.10.23,responded,1
8.10.23,extensive,2
8.10.23,artillery,1
8.10.23,launched,2
8.10.23,stage,1
8.10.23,threat,1
8.10.23,sector,2
8.10.23,highly,1
8.10.23,prepared,1
8.10.23,strongly,1
8.10.23,deployed,1
8.10.23,air,1
8.10.23,ground,1
8.10.23,readiness,1
8.10.23,extends,1
8.10.23,across,1
8.10.23,judea,1
8.10.23,samaria,1
8.10.23,mentioned,1
8.10.23,focusing,1
8.10.23,theater,2
8.10.23,preparedness,1
8.10.23,cover,1
8.10.23,one,3
8.10.23,anyone,3
8.10.23,face,2
8.10.23,heavy,1
8.10.23,price,2
8.10.23,monitoring,1
8.10.23,dead,1
8.10.23,wounded,2
8.10.23,regarding,1
8.10.23,report,1
8.10.23,first,1
8.10.23,foremost,1
8.10.23,notifying,1
8.10.23,family,7
8.10.23,process,1
8.10.23,informed,2
8.10.23,26,1
8.10.23,loss,1
8.10.23,loved,2
8.10.23,support,1
8.10.23,difficult,3
8.10.23,time,3
8.10.23,want,1
8.10.23,extend,1
8.10.23,condolence,1
8.10.23,wish,1
8.10.23,speedy,1
8.10.23,recovery,1
8.10.23,today,1
8.10.23,website,2
8.10.23,name,1
8.10.23,detail,2
8.10.23,published,2
8.10.23,course,1
8.10.23,understand,1
8.10.23,publicג€™s,1
8.10.23,desire,1
8.10.23,information,3
8.10.23,seeking,1
8.10.23,unaccounted,1
8.10.23,contact,2
8.10.23,idfג€™s,1
8.10.23,public,5
8.10.23,inquiry,1
8.10.23,office,1
8.10.23,via,1
8.10.23,following,1
8.10.23,number,1
8.10.23,1111,1
8.10.23,extension,2
8.10.23,5,1
8.10.23,4,1
8.10.23,front,2
8.10.23,hotline,3
8.10.23,dialing,2
8.10.23,104,1
8.10.23,instruction,1
8.10.23,searching,1
8.10.23,police,1
8.10.23,opened,1
8.10.23,joint,1
8.10.23,105,1
8.10.23,address,1
8.10.23,issue,1
8.10.23,missing,2
8.10.23,person,1
8.10.23,located,1
8.10.23,airport,2
8.10.23,city,1
8.10.23,ben,1
8.10.23,gurion,1
8.10.23,building,1
8.10.23,433,1
8.10.23,provide,1
8.10.23,dna,1
8.10.23,sample,1
8.10.23,help,2
8.10.23,identifying,1
8.10.23,sum,1
8.10.23,faced,1
8.10.23,challenging,1
8.10.23,lie,1
8.10.23,ahead,2
8.10.23,resilience,2
8.10.23,citizen,1
8.10.23,crucial,1
8.10.23,ability,1
8.10.23,goal,1
8.10.23,end,1
8.10.23,eliminate,1
8.10.23,breach,1
8.10.23,exact,1
8.10.23,u,3
8.10.23,national,1
8.10.23,responsibility,1
8.10.23,unity,1
8.10.23,required,1
8.10.23,proven,1
8.10.23,past,1
8.10.23,know,1
8.10.23,ask,1
8.10.23,act,1
8.10.23,responsibly,1
8.10.23,spread,1
8.10.23,unverified,1
8.10.23,incident,1
8.10.23,please,1
8.10.23,stick,1
8.10.23,released,1
8.10.23,behind,1
8.10.23,image,2
8.10.23,video,1
8.10.23,maintain,1
8.10.23,dignity,1
8.10.23,refraining,1
8.10.23,sharing,1
8.10.23,hamasג€™s,1
8.10.23,action,1
8.10.23,crime,1
8.10.23,taking,1
8.10.23,woman,1
8.10.23,child,1
8.10.23,international,1
8.10.23,law,1
8.10.23,islam,1
8.10.23,hold,1
8.10.23,accountable,1
8.10.23,involved,1
8.10.23,important,1
8.10.23,thing,1
8.10.23,trust,1
8.10.23,tough,1
8.10.23,use,1
8.10.23,power,1
8.10.23,might,1
8.10.23,southern,3
8.10.23,command,7
8.10.23,following,1
8.10.23,situation,2
8.10.23,assessment,2
8.10.23,held,1
8.10.23,chief,2
8.10.23,staff,2
8.10.23,alongside,1
8.10.23,commander,8
8.10.23,recent,2
8.10.23,hour,3
8.10.23,fighter,5
8.10.23,operating,2
8.10.23,gaza,6
8.10.23,envelope,2
8.10.23,area,6
8.10.23,protect,2
8.10.23,resident,3
8.10.23,clear,1
8.10.23,terrorist,10
8.10.23,exchange,1
8.10.23,fire,3
8.10.23,involving,2
8.10.23,paratrooper,1
8.10.23,brigade,2
8.10.23,special,1
8.10.23,unit,2
8.10.23,town,1
8.10.23,be'eri,1
8.10.23,encounter,3
8.10.23,kfar,1
8.10.23,aza,1
8.10.23,force,6
8.10.23,shayetet,1
8.10.23,13,1
8.10.23,shaldag,1
8.10.23,duvdevan,1
8.10.23,yahalom,1
8.10.23,givati,1
8.10.23,navy,1
8.10.23,also,1
8.10.23,thwarted,1
8.10.23,cell,1
8.10.23,coast,1
8.10.23,zikim,1
8.10.23,ongoing,1
8.10.23,fighting,3
8.10.23,nahal,1
8.10.23,oz,1
8.10.23,kissufim,1
8.10.23,actively,1
8.10.23,engaging,1
8.10.23,enemy,4
8.10.23,striving,1
8.10.23,reach,2
8.10.23,every,2
8.10.23,place,1
8.10.23,present,1
8.10.23,eliminate,1
8.10.23,tried,1
8.10.23,flee,1
8.10.23,back,1
8.10.23,killed,4
8.10.23,border,1
8.10.23,fence,1
8.10.23,continue,3
8.10.23,target,3
8.10.23,anyone,1
8.10.23,approaching,1
8.10.23,israeli,3
8.10.23,territory,2
8.10.23,past,2
8.10.23,conducted,2
8.10.23,division,1
8.10.23,stable,1
8.10.23,strong,1
8.10.23,professionally,1
8.10.23,intense,1
8.10.23,reinforcing,1
8.10.23,securing,1
8.10.23,emphasis,1
8.10.23,clearing,1
8.10.23,striking,1
8.10.23,wherever,1
8.10.23,attack,6
8.10.23,destroyed,1
8.10.23,around,1
8.10.23,800,1
8.10.23,using,2
8.10.23,jet,2
8.10.23,helicopter,1
8.10.23,unmanned,1
8.10.23,aerial,1
8.10.23,vehicle,1
8.10.23,today,1
8.10.23,3:45,1
8.10.23,pm,1
8.10.23,idf,7
8.10.23,massive,1
8.10.23,strike,4
8.10.23,beit,2
8.10.23,hanoun,2
8.10.23,neighborhood,2
8.10.23,occurred,1
8.10.23,three,1
8.10.23,wave,1
8.10.23,50,1
8.10.23,dropped,1
8.10.23,dozen,2
8.10.23,ton,1
8.10.23,munition,1
8.10.23,120,1
8.10.23,complex,1
8.10.23,air,2
8.10.23,operation,2
8.10.23,resulted,1
8.10.23,destruction,1
8.10.23,building,1
8.10.23,served,1
8.10.23,staging,2
8.10.23,ground,1
8.10.23,hamas,3
8.10.23,'s,4
8.10.23,nuhba,1
8.10.23,israel,3
8.10.23,level,1
8.10.23,intensity,1
8.10.23,targeting,1
8.10.23,zone,2
8.10.23,used,1
8.10.23,functioning,1
8.10.23,fully,2
8.10.23,conducting,1
8.10.23,widespread,1
8.10.23,ready,1
8.10.23,bolstered,1
8.10.23,thousand,2
8.10.23,reservist,1
8.10.23,joined,1
8.10.23,rank,1
8.10.23,brought,1
8.10.23,disaster,1
8.10.23,upon,1
8.10.23,response,1
8.10.23,hundred,1
8.10.23,wounded,1
8.10.23,still,1
8.10.23,since,1
8.10.23,began,1
8.10.23,taken,1
8.10.23,captive,1
8.10.23,including,1
8.10.23,northern,2
8.10.23,several,1
8.10.23,incident,1
8.10.23,rocket,1
8.10.23,position,2
8.10.23,without,1
8.10.23,causing,1
8.10.23,casualty,1
8.10.23,responded,1
8.10.23,hezbollah,1
8.10.23,infrastructure,1
8.10.23,responsible,1
8.10.23,closely,1
8.10.23,monitoring,1
8.10.23,hezbollahג€™s,1
8.10.23,action,1
8.10.23,theater,1
8.10.23,remain,1
8.10.23,prepared,1
8.10.23,across,1
8.10.23,entire,1
8.10.23,war,2
8.10.23,urge,1
8.10.23,public,4
8.10.23,follow,1
8.10.23,home,3
8.10.23,front,4
8.10.23,instruction,1
8.10.23,information,2
8.10.23,need,1
8.10.23,emphasize,1
8.10.23,available,1
8.10.23,hotlines,1
8.10.23,personnel,1
8.10.23,directorate,1
8.10.23,hotline,3
8.10.23,missing,2
8.10.23,soldier,5
8.10.23,1111,1
8.10.23,extension,1
8.10.23,5,1
8.10.23,4,1
8.10.23,104,1
8.10.23,well,1
8.10.23,joint,1
8.10.23,police,1
8.10.23,family,2
8.10.23,center,1
8.10.23,ben,1
8.10.23,gurion,1
8.10.23,airport,1
8.10.23,reachable,1
8.10.23,105,1
8.10.23,ask,1
8.10.23,spread,1
8.10.23,rumor,1
8.10.23,online,1
8.10.23,notify,1
8.10.23,civilian,2
8.10.23,first,2
8.10.23,releasing,1
8.10.23,person,1
8.10.23,deceased,1
8.10.23,room,1
8.10.23,tough,1
8.10.23,question,1
8.10.23,thorough,1
8.10.23,investigation,1
8.10.23,deserves,1
8.10.23,answer,1
8.10.23,responsibility,1
8.10.23,provide,1
8.10.23,however,1
8.10.23,moment,1
8.10.23,midst,1
8.10.23,engaged,1
8.10.23,power,1
8.10.23,defeat,1
8.10.23,fight,3
8.10.23,afterward,1
8.10.23,investigate,1
8.10.23,witnessing,1
8.10.23,extraordinary,1
8.10.23,bravery,1
8.10.23,day,1
8.10.23,men,1
8.10.23,woman,1
8.10.23,child,1
8.10.23,showing,1
8.10.23,composure,1
8.10.23,courage,1
8.10.23,face,1
8.10.23,murderous,1
8.10.23,organization,1
8.10.23,resilience,1
8.10.23,displayed,1
8.10.23,south,1
8.10.23,serf,1
8.10.23,example,1
8.10.23,u,1
8.10.23,continues,1
8.10.23,might,1
8.10.23,multidimensional,1
8.10.23,colonel,1
8.10.23,roi,2
8.10.23,levy,1
8.10.23,blessed,1
8.10.23,memory,1
8.10.23,entrenched,1
8.10.23,kibbutz,1
8.10.23,re'im,1
8.10.23,ten,1
8.10.23,case,1
8.10.23,fallen,2
8.10.23,battle,1
8.10.23,immediately,1
8.10.23,replaced,1
8.10.23,new,1
8.10.23,stepped,1
8.10.23,determined,1
8.10.23,citizen,1
8.10.23,always,1
8.10.23,line,1
8.10.23,one,1
8.10.23,secure,1
8.10.23,victory,1
8.6.24,good,2
8.6.24,afternoon,1
8.6.24,morning,1
8.6.24,rescued,5
8.6.24,noa,2
8.6.24,argamani,1
8.6.24,almog,2
8.6.24,meir,1
8.6.24,zhan,1
8.6.24,shlomi,2
8.6.24,ziv,1
8.6.24,andrey,2
8.6.24,kozlov,1
8.6.24,abducted,1
8.6.24,october,1
8.6.24,7,2
8.6.24,nova,1
8.6.24,party,1
8.6.24,gaza,3
8.6.24,minute,1
8.6.24,ago,1
8.6.24,second,1
8.6.24,helicopter,1
8.6.24,landed,1
8.6.24,hostage,8
8.6.24,sheba,1
8.6.24,medical,3
8.6.24,center,1
8.6.24,health,1
8.6.24,condition,1
8.6.24,stable,1
8.6.24,currently,1
8.6.24,hospital,2
8.6.24,undergo,1
8.6.24,examination,1
8.6.24,reunite,1
8.6.24,family,2
8.6.24,four,3
8.6.24,joint,1
8.6.24,operation,6
8.6.24,idf,1
8.6.24,shin,5
8.6.24,bet,5
8.6.24,israeli,1
8.6.24,police,1
8.6.24,bold,1
8.6.24,daylight,1
8.6.24,involved,2
8.6.24,yamam,4
8.6.24,fighter,4
8.6.24,storming,1
8.6.24,two,1
8.6.24,separate,1
8.6.24,building,1
8.6.24,simultaneously,1
8.6.24,heart,1
8.6.24,strip,1
8.6.24,rescuing,1
8.6.24,held,2
8.6.24,hamas,1
8.6.24,terrorist,1
8.6.24,heavy,1
8.6.24,fire,2
8.6.24,southern,2
8.6.24,command,2
8.6.24,air,4
8.6.24,force,6
8.6.24,attacked,1
8.6.24,threat,2
8.6.24,area,1
8.6.24,neutralized,1
8.6.24,sea,1
8.6.24,land,1
8.6.24,ensure,1
8.6.24,safe,1
8.6.24,extraction,1
8.6.24,came,1
8.6.24,safely,1
8.6.24,chief,1
8.6.24,staff,1
8.6.24,head,1
8.6.24,led,1
8.6.24,side,2
8.6.24,following,1
8.6.24,week,1
8.6.24,planning,1
8.6.24,based,1
8.6.24,high-quality,1
8.6.24,intelligence,2
8.6.24,complex,1
8.6.24,operational,2
8.6.24,plan,1
8.6.24,developed,1
8.6.24,military,1
8.6.24,hundred,1
8.6.24,division,1
8.6.24,98,1
8.6.24,paratrooper,1
8.6.24,brigade,3
8.6.24,kfir,1
8.6.24,pilot,1
8.6.24,naval,1
8.6.24,unit,1
8.6.24,participated,1
8.6.24,acted,1
8.6.24,professionalism,1
8.6.24,great,3
8.6.24,courage,1
8.6.24,among,1
8.6.24,seriously,1
8.6.24,injured,1
8.6.24,action,1
8.6.24,arrived,1
8.6.24,wish,1
8.6.24,full,1
8.6.24,recovery,1
8.6.24,pray,1
8.6.24,well-being,1
8.6.24,significant,1
8.6.24,risk,1
8.6.24,successfully,1
8.6.24,alive,1
8.6.24,brought,1
8.6.24,home,3
8.6.24,alongside,1
8.6.24,joy,1
8.6.24,'s,1
8.6.24,return,1
8.6.24,continue,2
8.6.24,everything,3
8.6.24,bring,3
8.6.24,back,3
8.6.24,remaining,1
8.6.24,120,1
8.6.24,still,1
8.6.24,know,2
8.6.24,determined,1
8.6.24,reach,1
8.6.24,mission,2
8.6.24,completed,1
8.6.24,making,1
8.6.24,tremendous,1
8.6.24,effort,1
8.6.24,working,2
8.6.24,every,1
8.6.24,possible,2
8.6.24,way,1
8.6.24,quickly,1
8.6.24,leave,1
8.6.24,behind,1
8.6.24,want,1
8.6.24,say,1
8.6.24,pride,1
8.6.24,see,1
8.6.24,security,1
8.6.24,shoulder,2
8.6.24,important,1
8.6.24,bringing,1
9.10.23,good,3
9.10.23,morning,3
9.10.23,afternoon,1
9.10.23,want,1
9.10.23,provide,1
9.10.23,review,1
9.10.23,update,2
9.10.23,information,3
9.10.23,available,1
9.10.23,point,2
9.10.23,public,2
9.10.23,regarding,1
9.10.23,last,3
9.10.23,night,2
9.10.23,'s,6
9.10.23,event,3
9.10.23,first,1
9.10.23,start,1
9.10.23,defense,2
9.10.23,perspective,1
9.10.23,focus,2
9.10.23,community,8
9.10.23,surrounding,1
9.10.23,gaza,6
9.10.23,control,5
9.10.23,incident,3
9.10.23,occurred,1
9.10.23,hour,3
9.10.23,overnight,1
9.10.23,isolated,1
9.10.23,single,1
9.10.23,encounter,2
9.10.23,sha'ar,2
9.10.23,hanegev,2
9.10.23,three,1
9.10.23,terrorist,16
9.10.23,killed,7
9.10.23,reservist,2
9.10.23,unit,2
9.10.23,be'eri,1
9.10.23,one,1
9.10.23,person,1
9.10.23,another,1
9.10.23,cell,1
9.10.23,eliminated,1
9.10.23,holit,1
9.10.23,sufa,1
9.10.23,five,1
9.10.23,alumim,1
9.10.23,four,2
9.10.23,currently,2
9.10.23,sweeping,1
9.10.23,continuing,1
9.10.23,clear,1
9.10.23,area,7
9.10.23,stage,2
9.10.23,active,1
9.10.23,combat,4
9.10.23,understand,1
9.10.23,might,1
9.10.23,still,1
9.10.23,like,1
9.10.23,found,1
9.10.23,hid,1
9.10.23,position,1
9.10.23,neutralized,1
9.10.23,killing,1
9.10.23,every,7
9.10.23,met,1
9.10.23,military,2
9.10.23,force,5
9.10.23,engage,1
9.10.23,kill,1
9.10.23,soldier,4
9.10.23,special,1
9.10.23,infantry,2
9.10.23,brigade,1
9.10.23,fighting,1
9.10.23,bravely,1
9.10.23,intense,1
9.10.23,battle,1
9.10.23,said,1
9.10.23,moment,1
9.10.23,organizing,2
9.10.23,today,1
9.10.23,main,2
9.10.23,task,1
9.10.23,say,1
9.10.23,mean,1
9.10.23,breach,2
9.10.23,border,4
9.10.23,fence,3
9.10.23,secured,1
9.10.23,tank,2
9.10.23,arrive,1
9.10.23,positioned,1
9.10.23,helicopter,2
9.10.23,unmanned,1
9.10.23,aerial,1
9.10.23,vehicle,1
9.10.23,ensure,1
9.10.23,infiltration,1
9.10.23,israel,6
9.10.23,adjacent,1
9.10.23,evacuated,4
9.10.23,fully,2
9.10.23,15,1
9.10.23,24,1
9.10.23,end,1
9.10.23,day,1
9.10.23,expect,1
9.10.23,near,1
9.10.23,sderot,1
9.10.23,hit,3
9.10.23,"4,400",1
9.10.23,rocket,1
9.10.23,northern,2
9.10.23,high,1
9.10.23,preparedness,1
9.10.23,strong,1
9.10.23,many,2
9.10.23,ground,1
9.10.23,deployed,2
9.10.23,yesterday,1
9.10.23,several,1
9.10.23,localized,1
9.10.23,outpost,1
9.10.23,none,1
9.10.23,harmed,1
9.10.23,responded,1
9.10.23,fire,1
9.10.23,location,1
9.10.23,firmly,1
9.10.23,holding,1
9.10.23,north,2
9.10.23,time,2
9.10.23,prepared,1
9.10.23,scenario,1
9.10.23,offense,1
9.10.23,idf,2
9.10.23,offensive,1
9.10.23,initiated,1
9.10.23,powerful,1
9.10.23,wave,3
9.10.23,attack,2
9.10.23,wide-scale,1
9.10.23,airstrikes,1
9.10.23,launched,2
9.10.23,hundred,5
9.10.23,thousand,1
9.10.23,munition,1
9.10.23,targeting,2
9.10.23,objective,1
9.10.23,speak,1
9.10.23,target,3
9.10.23,striking,1
9.10.23,without,1
9.10.23,intelligence,2
9.10.23,report,1
9.10.23,locating,1
9.10.23,enemy,1
9.10.23,assembly,1
9.10.23,command,1
9.10.23,center,1
9.10.23,room,1
9.10.23,hamas,4
9.10.23,dead,1
9.10.23,envelope,1
9.10.23,havenג€™t,1
9.10.23,yet,1
9.10.23,gathered,1
9.10.23,body,1
9.10.23,along,2
9.10.23,plane,1
9.10.23,dozen,1
9.10.23,strike,1
9.10.23,beit,1
9.10.23,hanoun,1
9.10.23,buried,1
9.10.23,building,1
9.10.23,closed,1
9.10.23,electricity,1
9.10.23,entering,1
9.10.23,siege,1
9.10.23,massive,1
9.10.23,reserve,1
9.10.23,call-up,1
9.10.23,largest,2
9.10.23,fastest,1
9.10.23,history,2
9.10.23,"300,000",1
9.10.23,mobilized,1
9.10.23,48,1
9.10.23,citizen,2
9.10.23,shown,1
9.10.23,best,1
9.10.23,full,1
9.10.23,maintain,1
9.10.23,israeli,1
9.10.23,casualty,1
9.10.23,approximately,1
9.10.23,700,1
9.10.23,far,1
9.10.23,notified,1
9.10.23,family,3
9.10.23,73,1
9.10.23,fallen,1
9.10.23,stand,1
9.10.23,difficult,1
9.10.23,wounded,1
9.10.23,wish,1
9.10.23,speedy,1
9.10.23,recovery,1
9.10.23,also,1
9.10.23,abducted,1
9.10.23,individual,1
9.10.23,missing,1
9.10.23,civilian,1
9.10.23,published,1
9.10.23,video,1
9.10.23,showing,1
9.10.23,brutality,1
9.10.23,appointed,1
9.10.23,major,1
9.10.23,general,1
9.10.23,lior,1
9.10.23,carmeli,1
9.10.23,oversee,1
9.10.23,issue,1
9.10.23,personnel,1
9.10.23,already,1
9.10.23,working,1
9.10.23,collect,1
9.10.23,dna,1
9.10.23,sample,1
9.10.23,share,1
9.10.23,notifying,1
9.10.23,murderous,1
9.10.23,organization,1
9.10.23,leadershipג€,1
9.10.23,politicalג€,1
9.10.23,asset,1
9.10.23,legitimate,1
9.10.23,attacking,1
9.10.23,widely,1
9.10.23,powerfully,1
9.10.23,focused,1
9.10.23,intelligence-driven,1
9.10.23,approach,1
9.10.23,bring,1
9.10.23,overwhelming,1
9.10.23,response,1
9.10.23,power,1
9.10.23,increase,1
9.10.23,good,1
9.10.23,evening,1
9.10.23,currently,4
9.10.23,offensive,1
9.10.23,stage,2
9.10.23,goal,1
9.10.23,set,2
9.10.23,idf,7
9.10.23,every,4
9.10.23,entity,1
9.10.23,gaza,9
9.10.23,understand,1
9.10.23,heavy,3
9.10.23,price,4
9.10.23,war,3
9.10.23,state,1
9.10.23,israel,1
9.10.23,wo,1
9.10.23,n't,2
9.10.23,expressed,1
9.10.23,word,1
9.10.23,action,1
9.10.23,carry,1
9.10.23,coming,1
9.10.23,hour,5
9.10.23,day,3
9.10.23,long,2
9.10.23,necessary,3
9.10.23,last,2
9.10.23,24,1
9.10.23,conducting,1
9.10.23,intense,1
9.10.23,airstrikes,1
9.10.23,deadly,1
9.10.23,aerial,1
9.10.23,operation,1
9.10.23,involving,2
9.10.23,thousand,1
9.10.23,munition,1
9.10.23,give,1
9.10.23,perspective,1
9.10.23,rate,3
